transaction_id,order_date,customer_id,customer_name,region,product_category,quantity,unit_price,total_amount,payment_mode,order_status,created_timestamp
308795,21-06-2022,4785,Customer_1273,West,Electronics,4,3485.5,13942,,Completed,10:22.0
308796,01/26/2024,1001,Customer_4541,north ,Groceries,4,286.53,1146.12,Debit Card,Pending,10:22.0
308797,,3833,Customer_2066,West,Clothing,5,2263.73,11318.65,credit card,Pending,10:22.0
308798,28-11-2022,4234,Customer_4327,north ,Furniture,3,3950.72,11852.16,credit card,completed,10:22.0
308799,14-02-2023,3026,Customer_2009,West,Clothing,1,2423.68,2638.95,UPI,completed,10:22.0
308800,06-01-2023,2301,Customer_3685,,Furniture,2,4380.17,8760.34,Credit Card,Completed,10:22.0
308801,,1822,Customer_2878,,Furniture,1,4184.83,4184.83,Cash,Pending,10:22.0
308802,,4908,Customer_5151,West,Furniture,2,4330.89,8661.78,Debit Card,,10:22.0
308803,,1942,Customer_3376,North,Groceries,2,736.98,1473.96,,,10:22.0
308804,10/19/2022,3711,Customer_3408,North,Electronics,3,1296.29,3888.87,credit card,Cancelled,10:22.0
308805,22-12-2023,3079,Customer_4871,SOUTH,Furniture,5,245.03,1225.15,,Pending,10:22.0
308806,20-05-2022,2121,Customer_2089,East,Furniture,1,4915.72,4915.72,Credit Card,Completed,10:22.0
308807,09-01-2024,1228,Customer_4459,South,Electronics,5,1257.08,6285.4,UPI,completed,10:22.0
308808,06-12-2022,4440,Customer_7,North,Electronics,4,1898.76,7595.04,Debit Card,Pending,10:22.0
308809,02/19/2022,3954,Customer_5672,SOUTH,Groceries,3,1447.14,4341.42,Credit Card,Completed,10:22.0
308810,18-06-2024,1777,Customer_2933,East,Clothing,3,294.99,884.97,credit card,,10:22.0
308811,08-01-2022,3518,Customer_2933,South,Furniture,4,1380.16,5520.64,UPI,Pending,10:22.0
308812,03-05-2022,1370,Customer_5690,East,Clothing,1,581.16,581.16,Debit Card,Pending,10:22.0
308813,10/16/2022,1101,Customer_1746,East,Electronics,4,2031.99,8127.96,Cash,Pending,10:22.0
308814,24-03-2022,1201,Customer_1485,South,Groceries,1,4837.44,4242.59,UPI,,10:22.0
308815,03-03-2023,4242,Customer_2561,north ,Groceries,2,3521.49,7042.98,Cash,Completed,10:22.0
308816,04-05-2024,3566,Customer_2497,north ,Furniture,3,3563.81,10691.43,,,10:22.0
308817,04-04-2023,1815,Customer_5593,East,Clothing,1,2320.56,2320.56,UPI,,10:22.0
308818,11-12-2023,3292,Customer_9,SOUTH,Electronics,5,4075.39,20376.95,credit card,,10:22.0
308819,26-05-2023,1588,Customer_1212,West,Clothing,5,4550.59,22752.95,credit card,Pending,10:22.0
308820,06-01-2023,4990,Customer_4373,SOUTH,Furniture,3,4811.6,14434.8,,completed,10:22.0
308821,10/27/2023,3762,Customer_1991,SOUTH,Furniture,4,585.05,2340.2,Credit Card,Cancelled,10:22.0
308822,18-12-2022,4042,Customer_1014,West,Furniture,4,4410.26,17641.04,credit card,Pending,10:22.0
308823,,3183,Customer_4691,East,Furniture,1,1202.91,1108.55,,Cancelled,10:22.0
308824,13-04-2022,1470,Customer_1631,North,Clothing,4,2046.61,9128.98,UPI,Cancelled,10:22.0
308825,09-05-2023,2123,Customer_1180,North,Clothing,3,1792.84,5378.52,UPI,Completed,10:22.0
308826,03-02-2023,3054,Customer_3506,West,Furniture,1,3408.14,3408.14,UPI,Pending,10:22.0
308827,10-03-2022,1777,Customer_21,North,Furniture,2,3029.83,6059.66,credit card,Cancelled,10:22.0
308828,,1395,Customer_2487,East,Groceries,4,634.61,2538.44,credit card,Completed,10:22.0
308829,19-07-2022,1478,Customer_3366,North,Electronics,4,3935.83,15743.32,,Cancelled,10:22.0
308830,30-05-2022,4530,Customer_5251,,Groceries,1,2254.26,2254.26,Debit Card,Pending,10:22.0
308831,16-11-2022,1932,Customer_5868,West,Furniture,5,110.89,554.45,UPI,Cancelled,10:22.0
308832,03-12-2023,1153,Customer_1419,SOUTH,Furniture,4,2131.07,8524.28,Debit Card,Pending,10:22.0
308833,12-10-2023,1004,Customer_5886,north ,Furniture,3,2630.02,7890.06,,completed,10:22.0
308834,21-09-2023,2710,Customer_3803,West,Furniture,4,437.49,1924.04,UPI,completed,10:22.0
308835,12-02-2024,1774,Customer_4899,SOUTH,Groceries,2,840.56,2147.15,credit card,Pending,10:22.0
308836,21-02-2022,2315,Customer_2975,north ,Electronics,4,4968.5,19874,Credit Card,Completed,10:22.0
308837,14-01-2023,4590,Customer_2551,West,Furniture,5,4368.86,21844.3,UPI,Completed,10:22.0
308838,31-01-2024,4071,Customer_3080,North,Groceries,4,753.3,3013.2,UPI,Cancelled,10:22.0
308839,10-04-2023,2446,Customer_3232,North,Clothing,1,2943.52,2943.52,Cash,completed,10:22.0
308840,05/23/2022,4369,Customer_2051,West,Furniture,4,1958.29,7833.16,,Cancelled,10:22.0
308841,03/13/2023,1253,Customer_4854,,Electronics,5,2764.33,12359.77,credit card,Pending,10:22.0
308842,12-07-2022,3403,Customer_1849,north ,Groceries,1,2405.62,2405.62,Debit Card,Cancelled,10:22.0
308843,,3801,Customer_2809,East,Groceries,3,335.93,1007.79,,,10:22.0
308844,20-02-2024,4253,Customer_1788,North,Clothing,1,1645.56,1645.56,,Cancelled,10:22.0
308845,24-08-2022,4333,Customer_2550,SOUTH,Clothing,2,715.05,1430.1,UPI,,10:22.0
308846,28-04-2024,4028,Customer_5031,West,Electronics,1,2495.94,2495.94,UPI,Completed,10:22.0
308847,18-05-2024,2088,Customer_965,East,Clothing,3,4545.85,13637.55,Cash,Cancelled,10:22.0
308848,26-05-2022,3049,Customer_1774,West,Furniture,4,4978.11,19912.44,Debit Card,Pending,10:22.0
308849,28-12-2022,4062,Customer_555,North,Electronics,1,4726.84,4726.84,Credit Card,completed,10:22.0
308850,04-02-2022,1578,Customer_4008,South,Clothing,1,4929.92,4929.92,Cash,completed,10:22.0
308851,22-05-2024,1102,Customer_2243,north ,Furniture,1,174.71,174.71,Debit Card,Completed,10:22.0
308852,16-05-2022,4809,Customer_5297,north ,Electronics,1,3674.29,3674.29,,Pending,10:22.0
308853,22-11-2022,2293,Customer_1964,North,Groceries,3,1437.45,4312.35,UPI,,10:22.0
308854,21-10-2023,3042,Customer_56,north ,Electronics,5,4341.53,21707.65,UPI,,10:22.0
308855,07-01-2023,3296,Customer_1291,West,Groceries,5,4087.29,20436.45,credit card,Cancelled,10:22.0
308856,13-06-2024,1344,Customer_1427,East,Electronics,1,2176.01,2309.67,Cash,completed,10:22.0
308857,17-02-2022,4044,Customer_3296,SOUTH,Groceries,3,2418.98,6489.18,Cash,,10:22.0
308858,01/15/2022,3020,Customer_4127,SOUTH,Electronics,3,1398.95,4196.85,Credit Card,Pending,10:22.0
308859,15-03-2023,4663,Customer_1133,East,Electronics,1,1515.14,1201.79,Debit Card,,10:22.0
308860,14-04-2022,4199,Customer_3876,East,Clothing,2,4907.75,9815.5,credit card,Cancelled,10:22.0
308861,05/21/2023,3254,Customer_563,West,Electronics,1,4455.38,4455.38,Cash,Completed,10:22.0
308862,22-09-2022,2519,Customer_2514,West,Electronics,2,1040.16,2080.32,Credit Card,,10:22.0
308863,31-01-2022,4479,Customer_765,South,Furniture,1,1450.07,1450.07,Debit Card,completed,10:22.0
308864,16-02-2024,1552,Customer_50,north ,Electronics,2,632.38,1264.76,Credit Card,Completed,10:22.0
308865,12-04-2022,2735,Customer_823,East,Groceries,2,4945.47,9890.94,Debit Card,Cancelled,10:22.0
308866,02/24/2024,1249,Customer_5830,North,Furniture,1,4545.33,4545.33,Debit Card,completed,10:22.0
308867,07/14/2022,3357,Customer_1387,West,Groceries,2,2805.28,5610.56,Debit Card,Pending,10:22.0
308868,10-03-2022,4713,Customer_2659,North,Furniture,4,3495.18,13980.72,Credit Card,Pending,10:22.0
308869,04-09-2022,2660,Customer_1613,West,Groceries,5,3764.94,18824.7,credit card,Pending,10:22.0
308870,05-07-2023,3153,Customer_2633,North,Groceries,3,1098.68,3296.04,UPI,,10:22.0
308871,,4417,Customer_4239,,Groceries,2,4679.87,9359.74,credit card,Cancelled,10:22.0
308872,04-10-2022,2425,Customer_2790,north ,Electronics,2,2681.04,5362.08,UPI,Pending,10:22.0
308873,22-07-2023,3577,Customer_2584,,Clothing,3,553.01,1659.03,Credit Card,Pending,10:22.0
308874,24-02-2024,3194,Customer_869,East,Clothing,2,2045.7,4091.4,Cash,Cancelled,10:22.0
308875,10-12-2022,1676,Customer_4926,north ,Furniture,3,3048.07,9144.21,UPI,,10:22.0
308876,15-04-2024,3528,Customer_1365,North,Electronics,1,1828.83,1828.83,Cash,completed,10:22.0
308877,09-01-2023,1095,Customer_5471,,Clothing,4,3526.1,18295.21,UPI,Pending,10:22.0
308878,05/19/2023,1088,Customer_4415,West,Clothing,4,4422.04,17688.16,,completed,10:22.0
308879,08/19/2022,4930,Customer_2582,West,Electronics,5,3882.27,19411.35,UPI,Cancelled,10:22.0
308880,02-11-2023,4988,Customer_2459,North,Furniture,2,3249.02,6498.04,Debit Card,,10:22.0
308881,04/24/2022,1214,Customer_2423,West,Furniture,5,2609.57,13047.85,,completed,10:22.0
308882,02-03-2023,3762,Customer_3219,West,Electronics,1,1346.87,1346.87,UPI,Pending,10:22.0
308883,,3196,Customer_4875,SOUTH,Groceries,4,2329.24,9316.96,UPI,Pending,10:22.0
308884,21-01-2024,3218,Customer_4109,SOUTH,Furniture,1,1535.47,1535.47,UPI,Completed,10:22.0
308885,24-08-2023,3910,Customer_2887,East,Clothing,1,4676.71,4676.71,,,10:22.0
308886,,4385,Customer_3803,East,Groceries,2,4545.82,9091.64,credit card,,10:22.0
308887,05/20/2023,4106,Customer_3096,north ,Furniture,1,863.55,863.55,Debit Card,Cancelled,10:22.0
308888,04/24/2023,2378,Customer_2990,SOUTH,Groceries,4,4130.84,16523.36,credit card,Completed,10:22.0
308889,19-05-2024,4983,Customer_2457,South,Clothing,5,3544.28,17721.4,credit card,completed,10:22.0
308890,08/21/2022,4379,Customer_5487,SOUTH,Furniture,4,4878.54,19514.16,,Cancelled,10:22.0
308891,01/21/2023,4310,Customer_2775,West,Electronics,2,2370.2,4740.4,Credit Card,Completed,10:22.0
308892,11-03-2024,1798,Customer_2995,SOUTH,Electronics,4,3638.65,14554.6,Debit Card,completed,10:22.0
308893,08-12-2023,2868,Customer_831,South,Furniture,3,2637.63,9088.89,Cash,Completed,10:22.0
308894,22-04-2023,1233,Customer_1957,,Furniture,5,440.06,2587.65,,completed,10:22.0
308895,08-02-2023,4282,Customer_4246,West,Furniture,3,329.15,987.45,Debit Card,Pending,10:22.0
308896,28-12-2023,1137,Customer_4630,South,Clothing,3,698.35,2575.08,Debit Card,,10:22.0
308897,,1559,Customer_259,East,Groceries,2,1551.34,3102.68,,Cancelled,10:22.0
308898,13-06-2022,4557,Customer_3289,North,Electronics,1,1369.65,1369.65,Debit Card,,10:22.0
308899,03-10-2022,3884,Customer_2541,north ,Clothing,3,3668.8,11006.4,,,10:22.0
308900,28-04-2023,3302,Customer_3154,SOUTH,Clothing,4,3608.02,14432.08,Debit Card,completed,10:22.0
308901,11-03-2023,2855,Customer_5426,,Electronics,1,4859.83,4859.83,Debit Card,completed,10:22.0
308902,08-04-2024,2390,Customer_4016,,Electronics,4,1620.92,6483.68,Cash,completed,10:22.0
308903,23-10-2023,3864,Customer_1843,,Furniture,4,4698.42,18793.68,Credit Card,completed,10:22.0
308904,02-11-2023,4331,Customer_2727,north ,Furniture,1,3102.97,3012.09,credit card,Cancelled,10:22.0
308905,13-09-2022,2703,Customer_5450,,Furniture,1,2527.01,2527.01,Credit Card,Cancelled,10:22.0
308906,11-02-2023,2099,Customer_4194,East,Groceries,4,3372.42,13489.68,credit card,Cancelled,10:22.0
308907,,1748,Customer_767,north ,Electronics,2,3543.5,7087,Debit Card,Completed,10:22.0
308908,01-11-2022,1443,Customer_3428,East,Clothing,5,942.45,4712.25,UPI,Cancelled,10:22.0
308909,,2832,Customer_4568,North,Furniture,5,3783.41,18917.05,credit card,,10:22.0
308910,30-03-2023,2497,Customer_660,north ,Groceries,2,3653.35,5717.5,,,10:22.0
308911,26-09-2023,3862,Customer_751,West,Groceries,1,4987.91,4987.91,credit card,Pending,10:22.0
308912,26-03-2023,1170,Customer_4321,north ,Groceries,4,4568.54,18274.16,credit card,Cancelled,10:22.0
308913,06-02-2024,2855,Customer_5028,South,Furniture,5,3454.84,17274.2,credit card,,10:22.0
308914,08-01-2023,4982,Customer_3735,north ,Clothing,4,3590.58,14362.32,Cash,Cancelled,10:22.0
308915,17-06-2022,3015,Customer_3737,SOUTH,Furniture,2,4735.33,9470.66,Debit Card,Completed,10:22.0
308916,03-02-2024,3076,Customer_4845,,Clothing,4,4839.17,19356.68,Cash,Cancelled,10:22.0
308917,19-08-2023,1501,Customer_4104,South,Groceries,2,4152.13,8304.26,credit card,Pending,10:22.0
308918,09-03-2024,3205,Customer_5814,West,Furniture,1,3860.23,3860.23,UPI,,10:22.0
308919,28-06-2023,1540,Customer_774,South,Furniture,2,645.69,1291.38,,Completed,10:22.0
308920,04/21/2024,3811,Customer_1504,West,Furniture,2,4168.58,8337.16,Credit Card,Completed,10:22.0
308921,01-06-2023,1474,Customer_2626,North,Groceries,5,1340.66,8174.95,UPI,completed,10:22.0
308922,01/31/2023,1206,Customer_4280,north ,Electronics,4,2862.54,11450.16,,Pending,10:22.0
308923,25-01-2024,2507,Customer_5315,,Clothing,5,2086.33,10431.65,Cash,Pending,10:22.0
308924,26-01-2023,1347,Customer_5194,South,Clothing,3,1793.48,6890.06,Credit Card,completed,10:22.0
308925,15-05-2024,2487,Customer_942,North,Furniture,2,1620.23,3240.46,Credit Card,,10:22.0
308926,25-02-2023,4017,Customer_417,North,Clothing,3,4291.59,12874.77,Credit Card,Completed,10:22.0
308927,08-02-2023,4873,Customer_1327,SOUTH,Groceries,5,3868.77,19343.85,Cash,,10:22.0
308928,30-04-2023,2470,Customer_4410,South,Clothing,4,2664.9,10659.6,UPI,Cancelled,10:22.0
308929,07-12-2022,1907,Customer_2168,north ,Electronics,5,3355.95,16779.75,,,10:22.0
308930,27-03-2023,2944,Customer_3715,East,Groceries,4,4924.19,19696.76,,Completed,10:22.0
308931,07-08-2022,2159,Customer_1490,North,Groceries,4,2047.92,8191.68,,Cancelled,10:22.0
308932,02-10-2024,4700,Customer_2946,,Furniture,1,2800.39,2800.39,Cash,Pending,10:22.0
308933,01-11-2023,2791,Customer_2557,North,Clothing,2,2714.27,5428.54,Credit Card,completed,10:22.0
308934,26-04-2024,3423,Customer_2151,South,Furniture,5,4686.26,23431.3,Cash,Cancelled,10:22.0
308935,03-05-2022,4701,Customer_4871,West,Groceries,4,1822.66,7290.64,,Completed,10:22.0
308936,20-05-2022,3544,Customer_5849,West,Groceries,5,4932.65,24663.25,Credit Card,,10:22.0
308937,,1351,Customer_782,East,Furniture,5,1593.02,7965.1,,completed,10:22.0
308938,09-10-2022,3135,Customer_3914,East,Groceries,4,633.64,2534.56,credit card,,10:22.0
308939,04-05-2022,3436,Customer_2190,,Clothing,3,1037.73,3113.19,Cash,Completed,10:22.0
308940,04/19/2022,2170,Customer_4257,north ,Groceries,2,2188.48,4376.96,UPI,Pending,10:22.0
308941,01-10-2023,4146,Customer_1144,East,Electronics,2,3283.8,6567.6,Debit Card,Cancelled,10:22.0
308942,24-08-2022,3128,Customer_4883,SOUTH,Furniture,1,2632.44,2632.44,Debit Card,completed,10:22.0
308943,24-01-2023,2179,Customer_4582,West,Furniture,1,1943.76,1943.76,credit card,Completed,10:22.0
308944,07-06-2024,2303,Customer_5141,West,Furniture,1,2853.96,2853.96,Cash,Completed,10:22.0
308945,08-03-2024,4237,Customer_310,north ,Clothing,2,4210.15,9705.85,UPI,Pending,10:22.0
308946,29-12-2022,3251,Customer_3955,South,Furniture,3,4210.76,12632.28,,Pending,10:22.0
308947,12/23/2022,2822,Customer_2719,North,Groceries,2,3658.52,7317.04,UPI,Cancelled,10:22.0
308948,11-09-2022,1966,Customer_2947,South,Groceries,2,4767,9534,,Pending,10:22.0
308949,13-09-2022,4631,Customer_1525,north ,Electronics,2,2992,5984,credit card,,10:22.0
308950,,2922,Customer_5188,South,Electronics,2,137.52,275.04,Cash,Pending,10:22.0
308951,08-05-2023,3251,Customer_672,SOUTH,Groceries,3,1525.56,4576.68,Cash,Pending,10:22.0
308952,,1473,Customer_5043,SOUTH,Electronics,1,1708.29,1708.29,UPI,Cancelled,10:22.0
308953,13-03-2024,1743,Customer_3026,West,Clothing,5,2781.9,13909.5,UPI,Completed,10:22.0
308954,09-07-2022,2794,Customer_5322,,Electronics,1,4533.96,4533.96,,,10:22.0
308955,27-05-2023,2966,Customer_1809,,Clothing,1,4206.76,4206.76,Credit Card,Cancelled,10:22.0
308956,07-06-2022,2396,Customer_3992,SOUTH,Furniture,5,1237.65,6188.25,UPI,Pending,10:22.0
308957,02/26/2024,1165,Customer_5715,north ,Groceries,2,2645.01,5290.02,Cash,Completed,10:22.0
308958,08-03-2022,1796,Customer_1087,north ,Clothing,3,3329.83,9989.49,Credit Card,Pending,10:22.0
308959,04/30/2022,2255,Customer_2182,East,Groceries,3,4938.81,14816.43,Debit Card,Pending,10:22.0
308960,06/26/2023,3155,Customer_5556,South,Clothing,1,253.38,253.38,,Completed,10:22.0
308961,19-02-2024,2836,Customer_4066,West,Furniture,5,2373,11865,UPI,Pending,10:22.0
308962,05/23/2024,4988,Customer_3505,,Electronics,4,4941.73,19766.92,credit card,,10:22.0
308963,05-12-2022,1432,Customer_2420,North,Furniture,2,4888.31,9776.62,credit card,completed,10:22.0
308964,23-05-2022,3992,Customer_5625,West,Clothing,1,1720.56,1720.56,credit card,Completed,10:22.0
308965,30-01-2023,1220,Customer_5028,,Clothing,3,100.08,300.24,,completed,10:22.0
308966,04/29/2024,1506,Customer_2800,,Groceries,5,2975,14875,UPI,Cancelled,10:22.0
308967,26-01-2023,4317,Customer_659,North,Furniture,5,4348,21740,Cash,,10:22.0
308968,10-11-2023,1988,Customer_3582,SOUTH,Electronics,1,1689.06,1689.06,UPI,completed,10:22.0
308969,09-06-2022,4821,Customer_2689,,Groceries,4,4677.92,21780.8,Debit Card,completed,10:22.0
308970,24-07-2022,2753,Customer_5197,East,Groceries,3,1730.24,5190.72,Debit Card,completed,10:22.0
308971,10-01-2022,4919,Customer_665,South,Clothing,1,3089.99,3089.99,Debit Card,,10:22.0
308972,04/27/2024,3890,Customer_2380,West,Furniture,4,3638.03,14552.12,UPI,Completed,10:22.0
308973,29-08-2023,1357,Customer_1949,North,Clothing,5,1792.54,7505.2,UPI,Completed,10:22.0
308974,20-12-2023,3585,Customer_2138,SOUTH,Groceries,2,1825.81,3651.62,Debit Card,Completed,10:22.0
308975,06-06-2023,4613,Customer_1688,East,Groceries,3,2402.97,7208.91,Cash,,10:22.0
308976,11-03-2023,1745,Customer_1300,West,Electronics,3,4192.59,12577.77,Credit Card,completed,10:22.0
308977,03/22/2024,1614,Customer_2863,North,Clothing,4,594.17,2376.68,UPI,Pending,10:22.0
308978,04-07-2024,4926,Customer_4990,South,Groceries,1,3194.25,3194.25,Debit Card,,10:22.0
308979,24-02-2024,1123,Customer_4564,,Furniture,5,3419,17095,,,10:22.0
308980,10/28/2022,4016,Customer_1857,,Furniture,4,2833.58,10410.13,Credit Card,Completed,10:22.0
308981,04/20/2023,2307,Customer_3160,North,Furniture,2,4685.61,9371.22,UPI,Cancelled,10:22.0
308982,10-12-2023,1149,Customer_1465,West,Furniture,2,3049.75,6099.5,credit card,Pending,10:22.0
308983,23-02-2023,3431,Customer_2328,SOUTH,Furniture,2,3209.43,6418.86,Credit Card,Pending,10:22.0
308984,11-04-2024,1923,Customer_983,West,Furniture,4,3038.82,12155.28,credit card,,10:22.0
308985,08-02-2023,1459,Customer_1981,north ,Clothing,5,3637.89,18189.45,Debit Card,Pending,10:22.0
308986,03/29/2022,3751,Customer_4346,North,Furniture,3,763.51,2290.53,Credit Card,Completed,10:22.0
308987,01-09-2024,4026,Customer_3810,West,Groceries,1,4481.95,4481.95,,,10:22.0
308988,04/26/2023,3795,Customer_4192,West,Electronics,3,308.21,924.63,,Cancelled,10:22.0
308989,12-11-2022,2426,Customer_3260,SOUTH,Furniture,5,3239.65,16198.25,Credit Card,Pending,10:22.0
308990,22-02-2024,3734,Customer_1283,East,Electronics,3,3115.86,9347.58,Debit Card,completed,10:22.0
308991,12-04-2024,2107,Customer_5734,South,Clothing,4,1119.79,4479.16,Cash,Pending,10:22.0
308992,21-12-2022,1613,Customer_1889,West,Electronics,2,299.48,598.96,,Pending,10:22.0
308993,09-12-2022,4758,Customer_4813,,Electronics,5,780.29,3901.45,Debit Card,Pending,10:22.0
308994,05/29/2024,3899,Customer_1510,West,Clothing,5,1431.19,7155.95,Cash,Pending,10:22.0
308995,25-01-2022,4119,Customer_2057,,Furniture,3,4422.32,13266.96,Credit Card,Completed,10:22.0
308996,13-09-2022,4585,Customer_2049,North,Groceries,4,4293.1,17172.4,UPI,Completed,10:22.0
308997,,4862,Customer_2573,North,Furniture,3,412.89,1238.67,,,10:22.0
308998,10/28/2023,1465,Customer_4837,West,Groceries,3,1517.41,4205.39,Cash,Completed,10:22.0
308999,07/18/2022,4412,Customer_2379,north ,Groceries,5,4457.65,23216.64,Credit Card,Completed,10:22.0
309000,09-11-2023,4038,Customer_5029,,Clothing,3,1259.63,4553.93,credit card,Cancelled,10:22.0
309001,21-01-2024,3436,Customer_1357,South,Groceries,2,4980.23,9960.46,Cash,Completed,10:22.0
309002,12-05-2023,2351,Customer_4855,North,Electronics,3,1358.52,4075.56,Credit Card,Completed,10:22.0
309003,17-06-2024,1554,Customer_2722,,Electronics,2,3721.65,7443.3,Credit Card,completed,10:22.0
309004,26-07-2022,2742,Customer_705,SOUTH,Groceries,5,2143.59,10717.95,Credit Card,Completed,10:22.0
309005,20-03-2022,3937,Customer_2357,SOUTH,Electronics,4,767.6,3070.4,credit card,,10:22.0
309006,06/23/2023,3148,Customer_1093,West,Clothing,2,1350.26,2700.52,UPI,Cancelled,10:22.0
309007,25-01-2023,2677,Customer_1640,West,Groceries,4,3408.08,13632.32,,Completed,10:22.0
309008,31-10-2022,1539,Customer_1760,SOUTH,Clothing,4,1751.58,7006.32,credit card,completed,10:22.0
309009,29-06-2022,2609,Customer_1211,East,Groceries,2,3060.23,6120.46,Cash,Pending,10:22.0
309010,07-02-2023,1005,Customer_3973,north ,Groceries,5,1107.1,5535.5,Credit Card,,10:22.0
309011,14-12-2023,3797,Customer_4740,South,Groceries,1,2298.05,2298.05,Credit Card,completed,10:22.0
309012,20-03-2023,2790,Customer_448,North,Electronics,4,2610,10573.83,credit card,,10:22.0
309013,28-02-2024,3579,Customer_3316,West,Groceries,4,2122.64,8490.56,Credit Card,Pending,10:22.0
309014,19-12-2023,2603,Customer_5695,SOUTH,Clothing,5,1069.8,5349,UPI,Cancelled,10:22.0
309015,23-01-2023,1877,Customer_3138,West,Furniture,5,2361.61,8505.26,Debit Card,,10:22.0
309016,31-08-2022,2986,Customer_2372,South,Clothing,3,3495.21,10485.63,UPI,Completed,10:22.0
309017,09-12-2023,2566,Customer_3991,,Furniture,5,4828.04,24140.2,Credit Card,,10:22.0
309018,01/30/2023,4249,Customer_5327,,Groceries,4,3968.66,15874.64,UPI,Pending,10:22.0
309019,02-07-2023,2491,Customer_2467,North,Clothing,2,891.21,1782.42,Credit Card,,10:22.0
309020,14-05-2023,4114,Customer_4150,West,Furniture,1,1436.24,1436.24,,Pending,10:22.0
309021,08-04-2023,3904,Customer_5605,West,Clothing,3,486.24,1602.46,Debit Card,completed,10:22.0
309022,18-01-2023,4672,Customer_5314,SOUTH,Groceries,2,764.68,1529.36,,,10:22.0
309023,05/27/2023,2931,Customer_1885,South,Groceries,1,1328.35,1328.35,Credit Card,,10:22.0
309024,,1559,Customer_1486,,Clothing,1,1077.68,1077.68,credit card,completed,10:22.0
309025,08/22/2022,4795,Customer_4438,South,Groceries,1,1146.88,1146.88,UPI,completed,10:22.0
309026,31-01-2022,1744,Customer_947,East,Groceries,2,1230.77,2461.54,Debit Card,Cancelled,10:22.0
309027,08-08-2022,3164,Customer_1048,,Clothing,3,1573.33,4719.99,Cash,,10:22.0
309028,16-06-2022,4050,Customer_2068,north ,Furniture,3,715.37,2146.11,Credit Card,completed,10:22.0
309029,02-03-2022,3843,Customer_2334,East,Furniture,1,1461.39,1461.39,Debit Card,Pending,10:22.0
309030,20-06-2022,4550,Customer_3411,SOUTH,Groceries,2,3473.22,6946.44,UPI,Cancelled,10:22.0
309031,,3680,Customer_5059,,Electronics,1,1258.36,1258.36,Credit Card,completed,10:22.0
309032,,2736,Customer_2420,north ,Furniture,5,942.01,4710.05,Credit Card,,10:22.0
309033,08-09-2023,4320,Customer_4194,SOUTH,Groceries,3,431.71,1295.13,UPI,Pending,10:22.0
309034,29-12-2022,1712,Customer_2338,north ,Furniture,4,2549.86,10199.44,,Cancelled,10:22.0
309035,19-10-2023,1038,Customer_2821,North,Groceries,1,4225.72,4225.72,,Completed,10:22.0
309036,11-09-2022,4464,Customer_4731,East,Electronics,5,389.18,1945.9,Debit Card,Completed,10:22.0
309037,04/13/2023,4232,Customer_4783,North,Electronics,3,2757.4,8272.2,UPI,Cancelled,10:22.0
309038,17-04-2024,4811,Customer_2567,South,Furniture,2,3288.03,6576.06,,completed,10:22.0
309039,09-01-2022,4301,Customer_2639,,Furniture,3,3003.06,9009.18,,Cancelled,10:22.0
309040,17-10-2022,1981,Customer_3637,SOUTH,Electronics,2,4400.35,8800.7,UPI,Pending,10:22.0
309041,30-11-2023,3218,Customer_3922,South,Clothing,2,4345.34,8690.68,Credit Card,completed,10:22.0
309042,13-10-2023,2008,Customer_351,,Furniture,1,380.81,380.81,Credit Card,Completed,10:22.0
309043,01-04-2024,3816,Customer_5479,north ,Furniture,1,1868.63,1868.63,credit card,,10:22.0
309044,16-10-2022,2741,Customer_2698,,Furniture,3,3387.07,10161.21,UPI,Pending,10:22.0
309045,01/20/2022,4408,Customer_3332,West,Groceries,5,4766.98,23834.9,Debit Card,Cancelled,10:22.0
309046,20-06-2023,2623,Customer_1991,north ,Clothing,3,4042.96,12128.88,credit card,Cancelled,10:22.0
309047,02/20/2023,1752,Customer_566,north ,Clothing,4,965.29,3861.16,,Cancelled,10:22.0
309048,06/19/2023,2480,Customer_218,North,Groceries,2,1468.12,2936.24,,completed,10:22.0
309049,03-02-2023,4465,Customer_3575,north ,Electronics,2,3841.61,7683.22,Debit Card,Pending,10:22.0
309050,13-01-2024,1145,Customer_606,South,Groceries,1,2410.23,2410.23,Debit Card,,10:22.0
309051,24-10-2022,2288,Customer_5699,East,Electronics,5,2781.78,13908.9,UPI,Pending,10:22.0
309052,01-08-2023,2272,Customer_4984,north ,Electronics,1,3084,3084,Cash,,10:22.0
309053,,4068,Customer_5568,,Clothing,4,606.13,2424.52,UPI,,10:22.0
309054,29-01-2023,2548,Customer_200,SOUTH,Furniture,3,4294.21,12882.63,credit card,Completed,10:22.0
309055,04-06-2023,3858,Customer_2452,,Clothing,3,4329.36,12988.08,UPI,completed,10:22.0
309056,12-09-2023,2121,Customer_288,South,Electronics,5,2394.37,11971.85,UPI,Completed,10:22.0
309057,29-11-2022,3435,Customer_1937,north ,Electronics,1,3171.54,3171.54,Credit Card,,10:22.0
309058,08-02-2022,1554,Customer_3056,West,Groceries,1,3333.53,3333.53,Cash,Cancelled,10:22.0
309059,25-11-2023,2758,Customer_382,South,Furniture,4,1029.64,4118.56,,Pending,10:22.0
309060,06-07-2024,2182,Customer_1127,north ,Clothing,3,651.67,1955.01,Debit Card,Cancelled,10:22.0
